Customer ID,Duration,Purchase Amount,Representative,Date of Call
INZ287,111,83,IN06,26-Nov-19
INZ078,22,38,IN05,5-Sep-19
INZ057,138,137,IN06,11-May-19
INZ165,141,146,IN01,1-Oct-19
INZ163,140,47,IN03,13-Jul-19
INZ267,43,6,IN04,4-Dec-19
INZ014,44,198,IN03,7-Dec-19
INZ150,49,141,IN03,5-Feb-19
INZ122,137,44,IN05,24-May-19
INZ279,49,101,IN02,19-Mar-19
INZ227,138,169,IN03,2-Nov-19
INZ253,136,126,IN01,14-Dec-19
INZ245,3,135,IN06,6-May-19
INZ047,138,136,IN02,15-Aug-19
INZ203,92,46,IN01,9-Jun-19
INZ051,52,139,IN01,25-Mar-19
INZ186,126,179,IN05,26-Jan-19
INZ162,108,61,IN07,7-Nov-19
INZ084,38,138,IN07,13-Aug-19
INZ029,19,145,IN01,14-Mar-19
INZ252,116,125,IN06,28-Jun-19
INZ088,14,162,IN06,17-Oct-19
INZ285,76,47,IN02,13-Mar-19
INZ069,115,194,IN05,24-Apr-19
INZ074,32,177,IN06,13-Jun-19
INZ298,117,62,IN01,28-Apr-19
INZ051,111,122,IN03,12-Jun-19
INZ227,115,155,IN02,16-Apr-19
INZ227,112,46,IN01,6-Jan-19
INZ197,129,41,IN02,7-Jul-19
INZ283,144,131,IN01,27-Oct-19
INZ198,59,141,IN05,29-Mar-19
INZ260,78,129,IN03,24-Jun-19
INZ235,45,88,IN05,22-Feb-19
INZ002,67,99,IN06,4-Sep-19
INZ117,120,154,IN07,14-Jan-19
INZ216,29,92,IN02,10-May-19
INZ214,50,7,IN04,3-Apr-19
INZ193,69,42,IN02,27-Oct-19
INZ139,87,130,IN01,21-Dec-19
INZ104,142,15,IN06,20-Aug-19
INZ251,2,65,IN01,14-Sep-19
INZ244,25,75,IN03,12-Sep-19
INZ291,127,77,IN07,11-Jul-19
INZ056,82,183,IN02,9-Jul-19
INZ140,126,154,IN02,1-May-19
INZ050,126,79,IN03,6-Jan-19
INZ152,1,98,IN05,5-Mar-19
INZ238,86,144,IN03,13-Apr-19
INZ126,32,193,IN07,30-Nov-19
INZ192,124,0,IN07,16-Jul-19
INZ264,106,69,IN03,26-Sep-19
INZ220,2,126,IN05,12-Mar-19
INZ088,12,68,IN02,10-Feb-19
INZ052,10,147,IN03,2-May-19
INZ106,60,31,IN02,24-Sep-19
INZ185,137,34,IN04,16-Aug-19
INZ050,74,77,IN05,31-Mar-19
INZ243,122,170,IN03,12-Nov-19
INZ003,118,38,IN03,16-Apr-19
INZ037,36,95,IN01,30-Oct-19
INZ146,128,65,IN02,12-Mar-19
INZ083,58,49,IN04,26-Apr-19
INZ079,89,90,IN02,17-Jul-19
INZ215,2,44,IN06,2-Sep-19
INZ093,26,168,IN03,24-May-19
INZ006,76,40,IN05,7-Mar-19
INZ139,133,8,IN02,14-Apr-19
INZ182,38,137,IN05,16-Jul-19
INZ230,122,68,IN07,29-Jun-19
INZ282,79,103,IN02,19-Nov-19
INZ152,145,192,IN06,27-Jan-19
INZ111,26,7,IN06,23-Feb-19
INZ104,53,78,IN05,24-Sep-19
INZ113,62,175,IN04,17-Oct-19
INZ200,132,180,IN02,16-Feb-19
INZ044,66,163,IN06,13-May-19
INZ014,43,111,IN06,22-Nov-19
INZ033,45,117,IN01,18-Nov-19
INZ073,10,177,IN01,13-Sep-19
INZ194,134,134,IN06,29-May-19
INZ003,138,143,IN04,4-Dec-19
INZ183,94,193,IN03,20-Jul-19
INZ022,6,198,IN04,29-Aug-19
INZ267,149,143,IN06,24-Feb-19
INZ234,53,51,IN03,7-Sep-19
INZ057,148,85,IN01,16-Jun-19
INZ015,36,117,IN06,3-Jul-19
INZ159,7,124,IN05,21-Mar-19
INZ071,44,182,IN05,2-Aug-19
INZ261,135,137,IN07,12-Sep-19
INZ135,13,194,IN01,25-Oct-19
INZ136,16,89,IN05,7-Jul-19
INZ083,140,131,IN06,14-Dec-19
INZ037,80,200,IN07,17-Nov-19
INZ182,21,105,IN02,4-Jun-19
INZ170,133,173,IN07,1-Apr-19
INZ043,46,174,IN04,29-Jan-19
INZ219,68,70,IN04,22-Jul-19
INZ159,121,78,IN03,21-Mar-19
INZ116,124,69,IN01,4-Aug-19
INZ179,55,156,IN03,1-Oct-19
INZ163,59,72,IN05,20-Jun-19
INZ213,65,17,IN01,30-Sep-19
INZ180,53,57,IN03,21-Sep-19
INZ147,142,187,IN01,24-Mar-19
INZ258,136,105,IN05,10-Mar-19
INZ239,107,135,IN01,6-Apr-19
INZ067,51,116,IN01,29-Mar-19
INZ121,26,36,IN06,4-Nov-19
INZ072,110,65,IN05,12-Feb-19
INZ269,78,43,IN03,28-Apr-19
INZ117,11,89,IN03,17-Apr-19
INZ169,18,94,IN05,4-Oct-19
INZ063,52,67,IN04,30-Jan-19
INZ214,76,101,IN07,23-Oct-19
INZ202,108,131,IN02,10-Sep-19
INZ227,85,55,IN07,26-Oct-19
INZ046,107,3,IN07,28-Jul-19
INZ026,104,73,IN05,13-Mar-19
INZ195,8,52,IN03,29-May-19
INZ287,7,166,IN05,15-Sep-19
INZ154,18,183,IN07,25-May-19
INZ026,115,108,IN05,21-Aug-19
INZ079,135,137,IN02,18-Jan-19
INZ140,143,119,IN07,8-Jan-19
INZ177,32,13,IN04,29-May-19
INZ064,102,83,IN03,12-Feb-19
INZ248,58,192,IN07,22-Oct-19
INZ004,139,100,IN06,15-Nov-19
INZ228,112,32,IN07,8-Aug-19
INZ026,86,151,IN05,17-Feb-19
INZ234,6,8,IN04,17-Sep-19
INZ117,106,165,IN07,18-Jan-19
INZ163,55,106,IN05,9-Nov-19
INZ266,133,72,IN02,25-Aug-19
INZ122,10,120,IN01,9-Nov-19
INZ047,7,59,IN02,22-Mar-19
INZ072,110,184,IN05,27-Apr-19
INZ161,52,13,IN03,31-Jan-19
INZ021,60,128,IN01,1-Nov-19
INZ165,90,18,IN02,16-Apr-19
INZ134,141,185,IN07,20-Jun-19
INZ086,135,119,IN06,26-Aug-19
INZ098,144,109,IN07,22-Jun-19
INZ217,128,141,IN06,28-May-19
INZ060,122,128,IN06,15-Jan-19
INZ293,150,130,IN06,15-Dec-19
INZ038,25,67,IN04,7-Aug-19
INZ131,71,123,IN01,13-Dec-19
INZ023,93,43,IN05,3-Apr-19
INZ232,5,111,IN01,1-Sep-19
INZ274,28,139,IN01,6-Aug-19
INZ271,58,67,IN02,11-Feb-19
INZ006,59,78,IN06,17-Oct-19
INZ076,53,158,IN05,25-Apr-19
INZ185,37,71,IN03,8-Mar-19
INZ122,25,38,IN04,8-Nov-19
INZ166,97,158,IN03,29-Sep-19
INZ102,54,91,IN05,5-Nov-19
INZ295,51,171,IN02,18-Feb-19
INZ109,81,162,IN04,30-Oct-19
INZ286,24,132,IN03,20-Jul-19
INZ288,83,159,IN05,20-Oct-19
INZ139,67,168,IN07,24-Jul-19
INZ277,39,67,IN01,3-Mar-19
INZ183,140,163,IN06,7-Feb-19
INZ090,50,4,IN05,12-Jan-19
INZ024,120,198,IN01,7-Mar-19
INZ127,13,103,IN06,3-Feb-19
INZ139,9,17,IN01,21-Aug-19
INZ169,108,114,IN07,5-May-19
INZ255,126,168,IN02,13-Feb-19
INZ075,11,121,IN04,8-Oct-19
INZ148,140,48,IN06,5-Oct-19
INZ293,44,197,IN04,17-Jul-19
INZ026,105,187,IN06,7-Jan-19
INZ121,81,152,IN03,9-Dec-19
INZ210,11,114,IN07,15-Aug-19
INZ132,8,111,IN01,30-Apr-19
INZ284,11,180,IN02,24-Jan-19
INZ242,93,179,IN04,8-Sep-19
INZ190,94,126,IN06,29-Jun-19
INZ149,24,134,IN03,2-Apr-19
INZ059,23,197,IN01,1-Apr-19
INZ023,146,186,IN05,14-Dec-19
INZ251,132,73,IN01,14-Apr-19
INZ271,139,194,IN04,3-Oct-19
INZ277,50,14,IN05,20-Jun-19
INZ239,130,31,IN04,20-Jun-19
INZ039,35,19,IN04,15-Aug-19
INZ030,32,31,IN01,22-Aug-19
INZ187,42,76,IN03,7-Jan-19
INZ112,95,126,IN03,4-Jul-19
INZ067,14,133,IN03,15-Jan-19
INZ107,88,40,IN05,6-Oct-19
INZ129,67,125,IN06,9-Dec-19
INZ163,135,111,IN06,28-Nov-19
INZ138,24,159,IN01,28-May-19
INZ125,132,172,IN05,21-Aug-19
INZ260,145,16,IN06,13-Jul-19
INZ171,109,95,IN02,18-Apr-19
INZ239,115,200,IN03,3-Nov-19
INZ129,128,77,IN03,19-Dec-19
INZ062,120,142,IN06,13-Jul-19
INZ014,131,198,IN03,10-Apr-19
INZ257,72,21,IN03,20-Jan-19
INZ096,23,97,IN03,11-Nov-19
INZ216,20,77,IN04,2-Aug-19
INZ255,57,90,IN07,19-Jul-19
INZ002,42,156,IN03,16-Jul-19
INZ275,140,75,IN01,16-Nov-19
INZ207,32,124,IN01,14-Nov-19
INZ051,22,0,IN02,21-Sep-19
INZ037,89,122,IN05,29-Oct-19
INZ128,122,132,IN02,16-Jan-19
INZ002,96,153,IN05,18-Jan-19
INZ116,15,73,IN01,22-Jun-19
INZ139,136,97,IN05,26-Nov-19
INZ154,74,36,IN06,10-Apr-19
INZ102,98,180,IN05,20-Mar-19
INZ180,84,35,IN02,27-Nov-19
INZ001,26,183,IN06,22-Jul-19
INZ188,28,5,IN07,5-Jan-19
INZ003,116,190,IN05,1-Dec-19
INZ053,122,28,IN04,4-Aug-19
INZ211,125,190,IN07,13-Apr-19
INZ253,116,162,IN04,17-Mar-19
INZ161,98,179,IN01,13-Jun-19
INZ190,58,147,IN04,31-Oct-19
INZ189,112,9,IN02,21-Jun-19
INZ268,130,19,IN04,28-Aug-19
INZ210,87,62,IN01,19-Jul-19
INZ028,146,63,IN06,22-Aug-19
INZ283,116,81,IN06,20-Dec-19
INZ242,73,82,IN02,5-Mar-19
INZ253,56,18,IN07,26-Feb-19
INZ094,117,24,IN06,27-Jun-19
INZ158,104,51,IN04,13-Oct-19
INZ197,47,152,IN06,8-Jul-19
INZ119,131,164,IN07,3-Jul-19
INZ137,130,56,IN02,3-Oct-19
INZ126,8,26,IN03,27-Feb-19
INZ212,12,85,IN01,24-Sep-19
INZ070,62,150,IN04,17-Dec-19
INZ036,6,51,IN04,5-Dec-19
INZ212,115,174,IN01,21-Nov-19
INZ216,130,2,IN07,28-Jan-19
INZ131,100,154,IN01,15-Oct-19
INZ254,11,99,IN04,4-Feb-19
INZ186,98,150,IN01,11-Oct-19
INZ158,28,31,IN02,10-Jul-19
INZ181,52,8,IN07,2-Feb-19
INZ139,143,132,IN06,31-Mar-19
INZ234,85,134,IN05,10-Jun-19
INZ043,126,165,IN07,10-Nov-19
INZ212,65,66,IN02,31-May-19
INZ228,17,52,IN04,6-Jan-19
INZ220,76,124,IN07,27-Nov-19
INZ158,144,41,IN05,2-Nov-19
INZ137,33,161,IN06,11-Jan-19
INZ185,115,153,IN05,24-May-19
INZ166,106,13,IN02,20-Oct-19
INZ107,60,46,IN05,15-Dec-19
INZ151,35,175,IN06,11-Sep-19
INZ243,126,193,IN05,30-Sep-19
INZ249,48,86,IN03,18-Mar-19
INZ169,9,35,IN01,14-Nov-19
INZ274,125,14,IN07,7-May-19
INZ155,141,3,IN05,24-Apr-19
INZ060,117,40,IN07,12-Jan-19
INZ021,139,148,IN07,28-Sep-19
INZ128,26,195,IN05,25-Apr-19
INZ289,27,188,IN01,8-Jul-19
INZ054,7,81,IN05,13-Jul-19
INZ072,112,133,IN03,8-Oct-19
INZ018,56,60,IN02,24-Aug-19
INZ033,15,127,IN06,9-Oct-19
INZ044,64,127,IN02,25-Feb-19
INZ144,77,1,IN04,15-Jan-19
INZ124,11,32,IN04,19-Dec-19
INZ035,90,63,IN06,3-Jun-19
INZ149,127,15,IN04,14-Sep-19
INZ151,141,12,IN05,28-Apr-19
INZ250,55,44,IN02,3-Nov-19
INZ299,141,115,IN05,30-May-19
INZ115,82,57,IN04,5-Sep-19
INZ280,6,152,IN05,26-Nov-19
INZ134,76,172,IN03,9-Oct-19
INZ086,53,187,IN05,10-May-19
INZ024,86,58,IN01,14-Jul-19
INZ198,67,16,IN06,27-Mar-19
INZ091,82,45,IN05,10-Dec-19
INZ195,21,100,IN05,4-Sep-19
INZ155,102,20,IN03,30-Jul-19
INZ226,101,27,IN04,7-Feb-19
INZ220,59,104,IN02,2-Mar-19
INZ112,120,19,IN01,4-Jun-19
INZ001,101,52,IN05,17-Mar-19
INZ226,126,44,IN02,29-Oct-19
INZ012,70,103,IN02,9-Oct-19
INZ233,136,154,IN07,16-Jun-19
INZ214,84,6,IN07,30-Mar-19
INZ209,62,195,IN01,8-May-19
INZ235,16,168,IN02,21-Oct-19
INZ177,64,170,IN04,15-Mar-19
INZ243,3,17,IN02,21-Jun-19
INZ192,50,128,IN05,10-Mar-19
INZ190,104,100,IN03,4-Dec-19
INZ136,131,52,IN02,18-Oct-19
INZ151,143,147,IN01,14-Sep-19
INZ117,93,163,IN01,16-Jan-19
INZ177,86,78,IN07,30-Jan-19
INZ102,148,38,IN04,2-Oct-19
INZ114,38,110,IN02,5-Apr-19
INZ273,75,195,IN01,19-Jun-19
INZ100,25,55,IN06,11-Feb-19
INZ252,124,85,IN07,7-Feb-19
INZ158,108,63,IN07,17-Nov-19
INZ239,119,191,IN06,25-Apr-19
INZ292,19,175,IN02,22-Jun-19
INZ174,80,191,IN05,26-Apr-19
INZ228,135,33,IN01,8-Oct-19
INZ153,71,11,IN04,21-Sep-19
INZ188,78,61,IN06,6-Jun-19
INZ042,8,7,IN04,31-Jan-19
INZ160,97,86,IN02,5-Jan-19
INZ002,20,141,IN03,11-Apr-19
INZ100,124,102,IN02,1-Jul-19
INZ269,72,60,IN06,11-Oct-19
INZ207,140,63,IN05,21-Jan-19
INZ098,5,169,IN02,12-Nov-19
INZ144,146,45,IN01,23-Nov-19
INZ005,10,88,IN04,28-Sep-19
INZ171,95,87,IN06,17-Nov-19
INZ199,111,187,IN02,8-Apr-19
INZ239,71,192,IN04,21-Dec-19
INZ112,140,65,IN06,4-Jun-19
INZ056,130,140,IN06,3-May-19
INZ245,134,10,IN03,5-Aug-19
INZ095,84,81,IN02,14-Aug-19
INZ228,21,104,IN04,14-Jun-19
INZ219,136,69,IN01,23-Feb-19
INZ211,82,86,IN01,19-Jan-19
INZ159,94,15,IN04,22-Aug-19
INZ019,86,147,IN01,28-Aug-19
INZ183,88,127,IN03,17-Feb-19
INZ042,47,125,IN04,27-Mar-19
INZ100,41,78,IN02,24-Feb-19
INZ282,39,141,IN07,23-Jun-19
INZ125,126,172,IN01,4-May-19
INZ054,137,176,IN02,1-Sep-19
INZ100,129,15,IN01,12-Dec-19
INZ215,57,163,IN07,22-Nov-19
INZ137,6,170,IN06,1-Jun-19
INZ278,13,182,IN02,9-Mar-19
INZ242,68,134,IN03,8-Apr-19
INZ049,68,174,IN05,26-Jul-19
INZ107,104,49,IN03,7-Dec-19
INZ191,96,22,IN03,4-Sep-19
INZ035,23,93,IN03,12-Jan-19
INZ140,94,43,IN01,22-Oct-19
INZ161,14,194,IN07,30-Sep-19
INZ041,119,108,IN04,13-Jan-19
INZ278,136,5,IN07,2-Sep-19
INZ048,61,126,IN05,21-Jan-19
INZ084,95,28,IN04,24-May-19
INZ290,77,29,IN06,8-Feb-19
INZ244,125,41,IN02,7-Apr-19
INZ197,143,0,IN02,9-Feb-19
INZ266,127,104,IN06,19-Feb-19
INZ041,40,152,IN02,20-Aug-19
INZ003,29,54,IN02,4-Apr-19
INZ261,131,156,IN04,4-Jun-19
INZ067,56,186,IN03,10-Mar-19
INZ247,92,179,IN03,23-Nov-19
INZ202,59,46,IN07,10-Sep-19
INZ219,67,144,IN06,31-Jul-19
INZ215,62,106,IN01,15-Sep-19
INZ146,137,68,IN05,10-Feb-19
INZ264,91,116,IN03,28-Aug-19
INZ088,122,111,IN06,18-Apr-19
INZ205,81,61,IN07,18-Jan-19
INZ293,150,29,IN03,31-Mar-19
INZ063,132,159,IN01,19-Jan-19
INZ046,59,175,IN07,8-Nov-19
INZ246,30,13,IN04,27-May-19
INZ023,17,196,IN04,10-Jan-19
INZ282,113,140,IN01,24-Oct-19
INZ102,142,173,IN01,7-Mar-19
INZ073,66,88,IN02,5-Nov-19
INZ191,90,124,IN07,21-Nov-19
INZ029,121,117,IN01,17-Feb-19
INZ102,130,135,IN03,9-Sep-19
INZ146,3,107,IN05,21-Sep-19
INZ009,34,132,IN07,14-Jul-19
INZ022,82,14,IN06,15-Sep-19
INZ165,49,57,IN06,10-Nov-19
INZ122,122,118,IN02,2-Aug-19
INZ058,107,49,IN03,26-Nov-19
INZ018,126,70,IN05,13-Jan-19
INZ265,31,151,IN06,10-Jan-19
INZ152,39,110,IN02,8-Dec-19
INZ089,22,132,IN04,14-Nov-19
INZ096,105,66,IN02,15-Aug-19
INZ221,79,195,IN03,1-Oct-19
INZ097,25,130,IN03,16-May-19
INZ184,1,16,IN04,1-Aug-19
INZ030,116,20,IN05,1-Sep-19
INZ045,4,16,IN01,14-May-19
INZ173,12,107,IN06,12-Mar-19
INZ072,97,34,IN05,25-Mar-19
INZ021,150,198,IN05,12-Oct-19
INZ261,84,139,IN05,28-Jun-19
INZ006,128,71,IN03,18-Jan-19
INZ134,96,188,IN03,15-Dec-19
INZ275,4,187,IN03,27-Jul-19
INZ016,4,110,IN05,22-Mar-19
INZ287,131,190,IN02,16-Nov-19
INZ100,26,165,IN06,1-Feb-19
INZ267,98,167,IN06,6-Jul-19
INZ294,100,134,IN05,13-Feb-19
INZ199,92,30,IN02,27-May-19
INZ099,67,24,IN07,3-Sep-19
INZ119,96,175,IN06,20-Mar-19
INZ189,32,56,IN02,18-Jan-19
INZ273,40,148,IN05,27-Apr-19
INZ091,9,162,IN04,25-Oct-19
INZ099,99,11,IN05,31-Oct-19
INZ156,87,156,IN04,28-Oct-19
INZ271,90,107,IN01,15-Sep-19
INZ177,67,37,IN02,15-Apr-19
INZ035,64,63,IN03,29-Oct-19
INZ107,134,123,IN02,1-Jul-19
INZ088,110,173,IN07,18-Sep-19
INZ071,39,51,IN04,8-Sep-19
INZ258,119,94,IN01,30-Sep-19
INZ128,105,174,IN05,16-Oct-19
INZ067,3,168,IN04,8-Nov-19
INZ108,89,0,IN01,17-Mar-19
INZ041,64,114,IN05,13-Oct-19
INZ228,2,69,IN07,6-Jul-19
INZ054,83,173,IN02,5-Mar-19
INZ054,74,119,IN04,25-Jul-19
INZ266,131,71,IN01,13-Jan-19
INZ136,57,40,IN05,5-Mar-19
INZ053,68,110,IN07,2-Sep-19
INZ100,12,50,IN06,6-Dec-19
INZ064,83,43,IN05,25-Feb-19
INZ205,76,30,IN04,21-Jul-19
INZ022,127,169,IN02,2-Apr-19
INZ031,131,28,IN05,2-Apr-19
INZ133,1,177,IN03,12-Dec-19
INZ280,83,129,IN07,1-Jul-19
INZ202,10,84,IN02,6-Jan-19
INZ185,122,171,IN01,15-Feb-19
INZ145,84,47,IN02,19-Feb-19
INZ196,140,55,IN03,3-Jun-19
INZ057,12,49,IN02,29-Jul-19
INZ082,65,23,IN05,4-Jul-19
INZ041,87,91,IN06,22-Jul-19
INZ011,138,124,IN06,7-Feb-19
INZ125,97,157,IN02,15-Oct-19
INZ101,7,89,IN01,18-Feb-19
INZ177,106,109,IN05,12-May-19
INZ204,44,191,IN03,28-Mar-19
INZ259,118,86,IN03,15-Jun-19
INZ014,55,6,IN01,5-Jul-19
INZ093,7,114,IN03,27-Nov-19
INZ206,147,163,IN03,20-May-19
INZ163,62,147,IN03,7-Feb-19
INZ140,77,123,IN03,14-Oct-19
INZ172,30,163,IN02,3-Jul-19
INZ156,73,147,IN03,10-Mar-19
INZ127,110,200,IN06,4-Sep-19
INZ189,55,132,IN01,14-Jan-19
INZ099,4,47,IN04,10-Jul-19
INZ280,140,188,IN05,1-Feb-19
INZ216,91,71,IN03,4-Feb-19
INZ266,10,159,IN07,18-Sep-19
INZ152,72,132,IN06,23-Nov-19
INZ164,51,195,IN06,19-Sep-19
INZ051,27,32,IN01,8-Apr-19
INZ158,78,137,IN02,8-Aug-19
INZ036,51,49,IN03,11-Jul-19
INZ191,71,41,IN02,15-Dec-19
INZ220,43,67,IN04,4-Dec-19
INZ134,103,39,IN01,20-Mar-19
INZ178,31,189,IN03,29-Oct-19
INZ159,84,31,IN02,4-Nov-19
INZ130,29,143,IN06,18-Nov-19
INZ235,141,9,IN01,1-Feb-19
INZ009,44,156,IN04,22-Jul-19
INZ264,72,170,IN05,4-Aug-19
INZ171,73,131,IN06,6-May-19
INZ091,47,152,IN05,14-Sep-19
INZ225,115,25,IN04,20-Sep-19
INZ289,72,158,IN02,11-Mar-19
INZ085,64,54,IN02,23-Aug-19
INZ175,85,42,IN01,7-Nov-19
INZ160,75,135,IN07,24-Oct-19
INZ257,56,46,IN04,22-Oct-19
INZ034,12,88,IN01,10-Jan-19
INZ158,96,17,IN07,13-Feb-19
INZ060,45,30,IN02,19-Dec-19
INZ017,80,148,IN03,16-Jul-19
INZ002,124,146,IN06,22-Mar-19
INZ151,14,111,IN06,23-Feb-19
INZ019,147,155,IN02,27-Jan-19
INZ279,138,82,IN07,23-Mar-19
INZ056,96,57,IN03,26-Oct-19
INZ138,1,174,IN05,12-Sep-19
INZ016,120,135,IN01,25-Jan-19
INZ257,117,25,IN06,13-Nov-19
INZ207,33,83,IN05,8-Jan-19
INZ152,113,56,IN01,30-Mar-19
INZ216,71,169,IN06,13-Nov-19
INZ015,13,11,IN07,2-Aug-19
INZ015,143,188,IN06,29-Jun-19
INZ106,105,121,IN05,6-Feb-19
INZ011,38,4,IN01,1-Aug-19
INZ290,83,15,IN07,4-May-19
INZ121,67,84,IN03,15-Feb-19
INZ066,79,95,IN01,25-Sep-19
INZ014,124,139,IN04,16-Nov-19
INZ191,15,185,IN01,13-Dec-19
INZ159,119,123,IN02,23-Aug-19
INZ261,137,16,IN03,19-Jun-19
INZ300,90,44,IN03,26-Apr-19
INZ259,32,55,IN03,21-Aug-19
INZ053,124,8,IN06,13-Apr-19
INZ205,22,31,IN03,10-Sep-19
INZ095,82,6,IN04,22-Jul-19
INZ162,9,180,IN01,27-Nov-19
INZ192,71,7,IN04,23-Oct-19
INZ272,88,107,IN01,12-Dec-19
INZ212,11,34,IN07,24-May-19
INZ238,89,28,IN02,31-Mar-19
INZ021,39,90,IN01,10-Oct-19
INZ215,61,194,IN04,26-Oct-19
INZ253,78,146,IN02,23-Oct-19
INZ165,36,26,IN04,11-Nov-19
INZ263,81,94,IN06,3-Aug-19
INZ259,45,160,IN07,14-Jun-19
INZ007,14,196,IN05,15-Aug-19
INZ169,97,181,IN04,23-Oct-19
INZ001,94,129,IN04,15-Jan-19
INZ088,130,71,IN04,13-Jul-19
INZ112,115,26,IN04,1-Sep-19
INZ068,115,171,IN03,27-Feb-19
INZ207,108,151,IN06,14-Jul-19
INZ087,58,122,IN04,23-Sep-19
INZ082,86,96,IN03,30-Aug-19
INZ219,89,188,IN02,1-Oct-19
INZ116,107,198,IN02,4-Sep-19
INZ043,5,57,IN02,5-Jun-19
INZ265,18,134,IN01,30-May-19
INZ052,142,33,IN03,5-Jun-19
INZ009,150,184,IN05,17-Apr-19
INZ084,81,166,IN04,19-Jun-19
INZ295,34,101,IN05,7-Aug-19
INZ297,139,82,IN04,6-Apr-19
INZ017,132,17,IN07,8-Jul-19
INZ127,84,28,IN05,14-Oct-19
INZ174,44,109,IN01,6-Oct-19
INZ292,29,34,IN05,13-Sep-19
INZ204,13,146,IN06,28-Jun-19
INZ177,104,182,IN03,14-Mar-19
INZ043,80,13,IN01,28-Sep-19
INZ109,100,36,IN03,6-Jul-19
INZ024,24,185,IN04,6-Mar-19
INZ087,51,191,IN06,21-Nov-19
INZ209,126,142,IN02,10-Feb-19
INZ132,108,49,IN02,7-Jan-19
INZ234,53,166,IN02,4-Aug-19
INZ145,86,110,IN03,27-Nov-19
INZ124,20,35,IN07,21-Jan-19
INZ278,8,51,IN04,20-Jun-19
INZ149,64,180,IN06,25-Apr-19
INZ030,140,196,IN05,25-May-19
INZ027,41,20,IN03,24-Feb-19
INZ162,18,195,IN05,13-Dec-19
INZ208,90,144,IN03,14-Sep-19
INZ235,130,141,IN06,3-Apr-19
INZ290,6,171,IN03,13-Jan-19
INZ053,96,177,IN02,21-Dec-19
INZ044,23,73,IN03,9-May-19
INZ266,62,35,IN02,2-Dec-19
INZ031,14,105,IN03,16-Jan-19
INZ260,70,38,IN07,21-Jan-19
INZ190,77,146,IN02,11-Sep-19
INZ119,121,24,IN01,12-Jun-19
INZ238,140,149,IN07,13-Oct-19
INZ060,135,15,IN01,13-Feb-19
INZ261,35,66,IN05,13-Feb-19
INZ228,77,139,IN06,4-Jul-19
INZ175,116,122,IN05,23-Jan-19
INZ033,43,165,IN04,18-Jul-19
INZ197,145,71,IN06,26-Aug-19
INZ093,63,39,IN02,13-Apr-19
INZ258,52,160,IN04,27-Sep-19
INZ086,140,41,IN05,12-Dec-19
INZ208,99,84,IN04,7-Feb-19
INZ264,70,148,IN03,17-Mar-19
INZ019,38,17,IN02,1-Mar-19
INZ245,142,102,IN02,26-Mar-19
INZ152,149,155,IN02,24-Mar-19
INZ279,22,158,IN06,21-Feb-19
INZ107,117,13,IN02,5-Nov-19
INZ085,145,71,IN05,9-Sep-19
INZ012,108,72,IN07,6-Sep-19
INZ194,129,133,IN06,5-Apr-19
INZ008,131,1,IN02,22-Oct-19
INZ001,56,142,IN04,20-Mar-19
INZ042,150,9,IN05,6-Feb-19
INZ059,99,117,IN03,15-Mar-19
INZ137,52,11,IN03,9-Feb-19
INZ014,2,4,IN07,12-Aug-19
INZ170,66,181,IN02,22-Oct-19
INZ124,52,92,IN03,12-Jun-19
INZ276,132,64,IN02,10-Mar-19
INZ059,88,44,IN04,4-Oct-19
INZ262,98,89,IN06,18-Aug-19
INZ263,129,80,IN06,21-Feb-19
INZ285,140,41,IN03,12-Jan-19
INZ073,38,25,IN02,18-Dec-19
INZ207,122,142,IN07,20-Sep-19
INZ118,82,32,IN06,17-Aug-19
INZ104,142,158,IN04,7-Oct-19
INZ124,57,60,IN02,17-Apr-19
INZ150,150,134,IN02,10-Aug-19
INZ166,1,75,IN01,12-Nov-19
INZ241,133,87,IN04,20-Feb-19
INZ175,53,173,IN06,18-Aug-19
INZ078,71,24,IN03,30-Jul-19
INZ206,55,40,IN07,23-Jan-19
INZ217,7,173,IN01,16-Nov-19
INZ261,112,74,IN07,20-Dec-19
INZ205,117,106,IN05,9-Jan-19
INZ188,34,56,IN05,16-Feb-19
INZ297,52,15,IN03,23-Jun-19
INZ167,34,46,IN02,30-Jan-19
INZ193,3,27,IN06,17-Aug-19
INZ299,14,183,IN02,2-Aug-19
INZ062,104,107,IN04,30-Sep-19
INZ087,72,0,IN01,1-Jun-19
INZ003,84,110,IN03,19-May-19
INZ204,77,100,IN01,6-Jun-19
INZ296,131,80,IN07,22-Jul-19
INZ176,99,78,IN04,13-Sep-19
INZ232,133,65,IN06,25-Mar-19
INZ017,24,129,IN04,23-Apr-19
INZ047,46,199,IN05,8-Dec-19
INZ121,96,82,IN02,3-Jul-19
INZ026,73,132,IN06,18-Jan-19
INZ001,46,178,IN02,9-Jan-19
INZ082,37,147,IN05,1-Oct-19
INZ023,45,124,IN06,21-Jun-19
INZ194,26,21,IN06,9-Jun-19
INZ147,121,71,IN04,12-Sep-19
INZ091,40,73,IN05,10-Jul-19
INZ274,72,132,IN02,7-Oct-19
INZ262,138,19,IN07,9-Feb-19
INZ040,112,196,IN01,5-Jan-19
INZ147,128,25,IN04,15-May-19
INZ276,141,146,IN02,2-Jun-19
INZ300,91,183,IN07,15-Dec-19
INZ263,35,195,IN06,9-Aug-19
